text,user_location,target
"🔴Trump has little control over #MailBallots. By killing #VoteByMail and destroying the post office, he ensures… https://t.co/k5p9Rwx2u9",USA and Global,0
"If Trump creates a vaccine for #COVID19, would that change how you vote in November?

#vaccine #Trump2020Landslide… https://t.co/7E9kxKF2o8",America 🇺🇸,1
Remembering the days before COVID-19 times in Disney.  Next month I find out for myself. #disney #itsnotthesame… https://t.co/6L6SthqJb8,"New Jersey, USA",2
"CDC data shows the median age of #Covid19 death is 78. Guess what, the median age of death from all causes is 78. M… https://t.co/lORPwmwVao",United States of America,0
"“Leaving thousands of people to die behind bars is state violence,” - formerly incarcerated organizer… https://t.co/S7vMzjIaxa","California, USA",0
"Of the 53 incarcerated people from CA state prisons who died by #COVID19:
- 93% were considered at high medical ris… https://t.co/4kt49L837l","California, USA",0
"Managing Cybersecurity amidst COVID 19 crisis

Read the story at:
https://t.co/wxVXK9g4D0

#COVID19Vic #COVIDIOT… https://t.co/WSaUoBkofH",United States,0
"Over 500,000 confirmed cases.
9,289 Texans didn't get through this. 
9,289 grieving families.
255 lost their fight… https://t.co/BV58yoOqb2","Texas, USA",0
"Again!
Anyone know who owns the United States... it's defiantly owned by something or.... #COVID19",United States (International),1
"#COVID19  doesn't care about race, and #Kamala doesn't care about you.
No Medicare for all means poorer communities… https://t.co/Fy1gfU7omB","New Mexico, USA",0
#Covid19 Re the NY Times note also on tourism ... could tourists pre quarantine before travelling?,USA 01089  Massachusetts,2
"Mass. Gaming Commission says no dice to ⁦@EncoreResortBH⁩ &amp; ⁦@MGMSpringfield⁩ for poker, roulette, craps due to… https://t.co/9SBv7BewBX","Massachusetts, USA",0
"Citation: Kelly, ""Work-in-Progress—The Sudden Requirement to Work from Home Due to #COVID19 Pandemic Restrictions:… https://t.co/WhoE5bqGmO",USA | North America | Earth,2
@WISH_TV I'm IN! I'm following your directions. #MaskUp #COVID19 #WashYourHands #sociallydistanced #AvoidCrowds,"Mississippi, USA",2
"""I haven't heard a thing about testing being a problem.""
— Donald Trump, Mar 30, 2020

#COVID19 #Trump2020 #KAG",Right Coast USA,2
Bubonic Plague: China Quarantines Region While Second Case Diagnosed in New Mexico - Breaking Israel News | Latest… https://t.co/d0nBrsGFop,"Minnesota, USA",2
@kylegriffin1 Can we stop repeating @realDonaldTrump conspiracy theories regarding  @KamalaHarris birth and heritag… https://t.co/Erd0GBPiNP,United States ,0
It’s great to see corporations like @WellsFargo going above and beyond to support people in need during this challe… https://t.co/Qzjws9bXju,United States,1
"https://t.co/R0c6J0IhER

Examining the case of #Sweden during the #COVID19 #pandemic.","Tennessee, USA",2
"This didn’t have to happen, ⁦@GovKemp⁩ ⁦@BrianKempGA⁩
#GaPol 

Doctor in South #Georgia dies from #COVID19.  https://t.co/lvQGkDCHjG","Georgia, USA",2
A full and unrestricted international forensic investigation into the origins of the #COVID19 pandemic is the only… https://t.co/02SzaV0ALh,"New York, NY USA",2
Any potential #COVID19 vaccine backed by the tRump administration’s “Operation Warp Speed” program is unlikely to r… https://t.co/deTkf0hPHQ,"California, USA",1
@GOP @realDonaldTrump Trump it's 15 and it'll be down to zero. Like a miracle it will disappear. It's a Democrat ho… https://t.co/1dXKNI7lyZ,United States,1
@mindyanns @DemWrite @Teri_Kanefield @KamalaHarris I just wish @realDonaldTrump would EXPLAIN to us WHY black Democ… https://t.co/VPm9oTSqBV,"Michigan, USA",1
"The battle over school reopenings.

Gov. Abbott in Texas is defending in person schools.

Meanwhile Republicans in… https://t.co/a7FYsWBLf9","California, USA",0
Presharpened pencils are our go to for math. We can’t share so the Ss will be able to restock their individual bag… https://t.co/D1jfCVKz6W,United States,1
"Chicken wings imported to China from Brazil test positive for #COVID19, Chinese officials say https://t.co/zt1JZlQtdu","California, USA",1
@AmerIndependent @owillis It’s not just about #COVID19 anymore. @BetsyDeVosED is not qualified to speak for the maj… https://t.co/4jRxFXlN4O,"Kentucky, USA",2
"Anyway when the whole #COVID19 stuff started to happen the #PublicBathrooms at #CouslerPark were shut down, &amp; I had… https://t.co/DkBHG85H90","United States York, PA",2
@CNN @nytimes @washingtonpost  How about publishing every day a chart that shows the Dem and GOP positions side by… https://t.co/wivoqfKGUe,"North Carolina, USA",2
"@inxthink @ABC Please keep 6 feet from me, not about #COVID19, personal space.
If it’s too crowded, then l will put… https://t.co/lmF6aAaECP","New Jersey, USA",1
@WhiteHouse @realDonaldTrump OMG!!! Who wrote that list of bullshit? My stomach turns every time you speak EVERYthi… https://t.co/Put6S5HCG5,United States,0
I know #COVID19 is putting a hamper on actually making a movie and I also know drive in Theaters are here and there… https://t.co/ASrGkGDdsY,United States,2
Remember when #DrFauci claimed #covid19 is 10x worse than the flu? Was his scary claim based on #science? Was he ri… https://t.co/FglhuEZ92W,United States,0
"#VIARail on safety, demand and short- and long-term forecasts #canada #covid19 https://t.co/bCJbwcJfDO https://t.co/Uh5PXdRTbf",USA and Canada,1
Yes @FedEx @UPS! Time to step up #USPSisEssential #TrumpKillsUSPS #Elections2020 #Fedex #COVID19 https://t.co/pBvLxi1wwl,"Minnesota, USA",1
"Alas. No NewYork, NewYork. 

Empty apartments in Manhattan reach record high, topping 13,000 as impact of #Covid19… https://t.co/nMMRV342bE",Tweets on #Asia & USA  ,0
There is a use for these otherwise useless masks. #MasksDontWork #COVIDIDIOTS #COVID19 #Coronavirus https://t.co/98H4xxs3Ug,"California, USA",0
"Black LGBT People Most Impacted Economically By COVID-19, Study Finds https://t.co/d0fEVG97vb #lgbt #covid19 #coronavirus",United States,2
The #Senate just announced they will leave until September without a #coronavirus relief deal passed. It’s beyond d… https://t.co/lf3dEDszk8,"Washington, DC, USA",0
"California will resume eviction and foreclosure proceedings on 9/2, stoking fears of a wave of evictions during the… https://t.co/Bl2rlSQ2e9","California, USA",0
"My latest for the ⁦@CarnegieCorp⁩ Reporter: a story on CREATE Lab at ⁦@CarnegieMellon⁩, which is using a citizen sc… https://t.co/bXl9Uxu5tl","Massachusetts, USA",1
𝐌𝐚𝐫𝐜𝐡𝐢𝐧𝐠 𝐢𝐧 𝐦𝐚𝐬𝐤: 𝐅𝐮𝐥𝐥 𝐝𝐫𝐞𝐬𝐬 𝐫𝐞𝐡𝐞𝐚𝐫𝐬𝐚𝐥 𝐨𝐟 𝟕𝟒𝐭𝐡 #𝐈𝐧𝐝𝐞𝐩𝐞𝐧𝐝𝐞𝐧𝐜𝐞𝐃𝐚𝐲 𝐜𝐞𝐥𝐞𝐛𝐫𝐚𝐭𝐢𝐨𝐧𝐬 𝐭𝐚𝐤𝐞𝐬 𝐩𝐥𝐚𝐜𝐞 𝐚𝐦𝐢𝐝 #𝐂𝐨𝐯𝐢𝐝𝟏𝟗… https://t.co/JrLMTZ77o0,"India and USA, 5 years Old",2
Ya know what doesn't help my panic attacks? When @SpeakerPelosi and @senatemajldr can't work together like adults t… https://t.co/Ea9XrAhUoO,"Michigan, USA",0
"California coronavirus case count tops 600,000 https://t.co/3wLkR0Leud

The Golden State also has the third highest… https://t.co/bvsYEW2C3m",USA,1
All for One and One for All Unisex Heavy Cotton Tee https://t.co/4h3SLDFyjw #Oneforallandallforone #COVID19… https://t.co/44zotxiYog,"New York, NY , USA",2
What I did with #freetime resulting from #COVID19. something #PositiveFromNegative.  First group of… https://t.co/NspKVWFEZD,United States,2
The journey from #financialinclusion to #financialhealth. How has the #FinancialInclusionLab by @MicroSave and… https://t.co/BHc224WBXh,"Asia, Africa, Latin America",2
"You're right. Kids can always catch up on math, reading, &amp; writing, but if they don't survive #COVID19, education w… https://t.co/uGNe1IqtxG","Hawai'i, USA, Earth, Universe",2
"@GOP Trump is actively destroying our democracy and OUR peace in THIS country!

We'll long remember Repubs enabled… https://t.co/Ho3TK1Okuy",United States,1
"Question remains: Is #WuhanVIRUS 
#COVID19 aka 911 2.0 #GODsPestilence 
or #NWO ilk #BioWarfare for the Radical 
EN… https://t.co/TSzKEaSEeL",USA,2
"ThursdayRecap: @thermofisher, @QIAGEN Part Ways as #COVID19 Fuels Collapse of $12.5B Deal. @GENbio: https://t.co/7noueNzNN7","White Plains, NY, USA",0
"@GraceComChurch Did Christ, as leader of the church, tell you to go kill your fellow citizens?  Your Christ is not… https://t.co/N5JFHdPxnj",KKK USA GFY,0
"@GraceComChurch Did Christ, as leader of the church, tell you to go kill your fellow citizens?  Your Christ is not… https://t.co/Ip0QvLgvtU",KKK USA GFY,0
"@GraceComChurch Did Christ, as leader of the church, tell you to go kill your fellow citizens?  Your Christ is not… https://t.co/4VWlCCwQZy",KKK USA GFY,0
@CNN It will take 2 years for #COVID19 to subside. Just let that sink in and consider what ya'll gonna do to curb t… https://t.co/e3hKtJXZSu,North America,2
"The #COVID19 event.
Where are the patients?! https://t.co/8QTDBKSdVS","Indiana, USA",2
"@WNYPolitix Don't get it twisted, that is actually the #ChinaVirus car parade, same thing happening all over the wo… https://t.co/MGjYQQV5iK","Clifton, Virginia, USA",2
"@SarahRemelius Some idiot said ""come April it will magically disappear"" yet is August &amp; things keep getting worse… https://t.co/GN3eUfcCtA",USA,0
@GovMikeDeWine @OHdeptofhealth  If anyone is wondering why Brown &amp; Clermont turned red / L3 today for Ohio #Covid19… https://t.co/wdUQ8JR0EH,"Ohio, USA",2
Well this is ... #interesting. https://t.co/mpOtgUbrCz #Food #FoodSecurity #Pandemic #Covid19 #CoronaVirusPandemic,United States of America,1
"@saraschaefer1 Forever!!!! @realDonaldTrump #WorstPresidentInHistory 
#ByeDon2020 #TrumpLiesAmericansDie… https://t.co/fVw2YuGMiQ","Texas, USA",2
Did @JesseKellyDC make this? Because it's brilliant! #COVID19 #sports #womenssports https://t.co/WwyrZRih2t,United States,1
"Meet the G507 #smartphone, which can take people's temperatures to help detect a potential #Covid19 symptom. It's s… https://t.co/zenKSfnNWi","Chicago , IL , USA",1
@JoeBiden I do not care if I get #COVID19 &amp; stand in line to #VoteBidenHarris2020,"Georgia, USA",0
"@rhony_bravo my slogan if I was on #RHONY would be : “Like a bundle of white sage, I am magical” 🔮🙏💫
#RHONY #MTVHottest #COVID19",United States,2
"Blunt and on point. More of this. 

#coronapocolypse #COVID19 https://t.co/E5mD4BfNiy","Oregon, USA",2
"Twitter, whatever you do PLEASE DO NOT go to this IGNORANT ASS FB POST and COMMENT ON THIS EX PASTORS bullshit fuck… https://t.co/qkm4Nc5QZr",United States,0
. @GMI_US research was recently featured in an article by the @inelearning! Check out the full article here:… https://t.co/7ELomZLKNm,"Selbyville, DE, USA",2
Praying for a speedy recovery from #COVID19 for Dr. Mehta—a truly inspiring story of one physician’s dedication to… https://t.co/EBiaKUwQs7,"Wisconsin, USA",1
"Top #Trade ideas for #fridaymorning 

$NTEC closing #Offering
$VISL positive #Earnings 
$TBLT #premarket #trader… https://t.co/jLE25F9ekg","New York, USA",1
"So what's your money on for the next #SuperSpreader of #COVID19? This, or the Sturgis Smashmouth concert? https://t.co/xxfuK2BP9S",United States,2
"@MeghanMcCain @realDonaldTrump is complete chaos! All he does is destroy &amp; fabricate! 💔
#COVID19… https://t.co/r7rG47Lima","Texas, USA",0
1 person a minute are dying in the USA  #COVID19 #TrumpIsACompleteFailure https://t.co/YtTxGiAolx,USA,2
Must have education and certification for hospital supply chain professionals! #CHSCA program was developed by Dr.… https://t.co/L5fUue80Gw,USA,2
#NurseChat: Sheriff Billy Woods and FL plan for school reopening during the #COVID19 pandemic. https://t.co/aPCjWXbkCd,"Florida, USA",2
"@leftcoastbabe @ddale8 From people? From books? From manuals? 
@realDonaldTrump is the absolute… https://t.co/ahZ5HIV73P","Texas, USA",2
"Dr Fauci says death toll would be 'enormous' if US tried herd immunity
// #DrFauci #covid19 // https://t.co/FR6rI1Y1ay",USA,0
"The True Coronavirus Toll in the U.S. Has Already Surpassed 200,000 ••• 

#CoronavirusOutbreak  #COVID19… https://t.co/JUhuv43tzc", California USA 🇺🇸,1
"“As of Thursday, Georgia was trailing just Florida and Mississippi in the rate of new cases per capita, according t… https://t.co/ekJZYDYZgK","Georgia, USA",2
The frontlines warriors of this battle need better treatment #COVID19 #OdishaFightsCorona @CMO_Odisha @HFWOdisha… https://t.co/qethcMeZvB,"New York, USA",0
Study depicts three stages of neurological deficits caused by COVID-19 https://t.co/gOGjja2GrL #neuroscience… https://t.co/iLTnahOJAP,United States,2
"As COVID-19 cases surge, ASRM Today discusses the update to the ASRM Patient Management and Clinical Recommendation… https://t.co/RxYuPsQ8Te","Washington, DC, USA",2
"@thehill Yeah, well, I'm really tired of the compromises in my life driven by a lack of #COVID19 testing that the f… https://t.co/TLSkjKfYH3","Colorado, USA",0
"⁦@GovKemp⁩ By all means, continue your lawsuit against ⁦@KeishaBottoms⁩ &amp; Atlanta; it’s not like you look like an i… https://t.co/WFjobR4Od4","Georgia, USA",0
"THIS👇👇👇👇👇👇

#COVID19 #Chicago https://t.co/JYQrDFhOou",United States,2
These are tough times no doubt... but let’s try to be grateful for what we have even now #COVID19 #ThankYou,"California, USA",1
"This is a great reminder to always stock up on water.

#COVID19 https://t.co/g0vAr8ylLt",United States,1
Identifying #COVID19 #Phishing Scams - Security Boulevard https://t.co/I4zufvWrZD #informedsecurity https://t.co/Aukr5huWsp,"New Jersey, USA",0
"August 14, 2020

Day 148 of    ""15 days to slow the spread"" ?!?

#ImDoneWithIt #coronavirus #slowthespread #COVID19… https://t.co/P7nknUo7yB","Georgia, USA",2
"@dvillella @realDonaldTrump Word! #WakeUpAmerica 
#ByeDon #WorstPresidentInHistory #TrumpLiesAmericansDie… https://t.co/IOJyumP3Hc","Texas, USA",2
Some of the most vulnerable populations who will be hurt by Trump's actions live in rural areas that FedEx doesnt s… https://t.co/FoRjMOIgRy,United States,0
@mtgreenee He’s probably eating babies as we speak am I right. #COVID19,United States,2
@notcapnamerica @TJNugent520 May the #COVID19 be with him!,"Arizona, USA",2
@TeamYouTube WTF? Dropped you once sports stopped because of #COVID19 paying $49.99. Was going to start again until… https://t.co/MruuhADNPc,"Texas, USA",0
What’s the science here? #BB22 #bigbrother #COVID19 https://t.co/JkwHg53pBz,United States,2
"Of course make it more eye appealing to look cool, to fit in...sounds a bit like peer pressure ...the mask are the… https://t.co/49kXbU2BGv","Tennessee, USA",1
"Post I found on fb by Brenda Hutson
She speaks the truth about the mask. Think logically! #COVID19 #buyingcontent https://t.co/0CJOhQkHb1","Tennessee, USA",1
"When people on the left realize the establishment Democrats, CDC, Bill Gates, John Hopkins, fake News media, big ph… https://t.co/NecuZ6UNOV",Somewhere in USA,0
"@leftcoastbabe Having the RNC here in the ""feels like 106"" heat and humidity plus soaring #Covid19 would almost hav… https://t.co/i8tJEhPfFZ","Florida, USA",1
@YouTubeTV WTF??? ... dropped you when sports went away because of #COVID19 paying $49.99. Now to restart you want… https://t.co/N8m8jggz8o,"Texas, USA",0
Wear a damn mask! @realDonaldTrump #WorstPresidentInHistory #TrumpLiesAmericansDie #TrumpPlague #COVID19… https://t.co/cVkmPCtiYz,"Texas, USA",0
"NCAA Cancels Fall Championships for 2020
https://t.co/Td2QzQRsxX
#Coronavirus #COVID19 #UnitedStates #NCAA",NC : USA : EARTH,1
A parent’s “night” today: Hour #1 after your kid finally falls asleep = catching up on work. The 2nd? Cleaning. 3rd… https://t.co/5ITkF0hOAL,United States,2
This suggests what we all know: That certain shady af governors have been covering up #COVID19 deaths by calling th… https://t.co/LrlCjdN3xq,"New Jersey, USA",1
The U.S. has more Covid cases every 8 hours than South Korea has had in 8 months. @realDonaldTrump you incompetent… https://t.co/O6jrTP5CcP,United States,2
More reasons for herd immunity &amp; #HCQworks + Zinc for preventing/treat early high risk #COVID19 &amp; #Ivermectin for s… https://t.co/qsRNsEwytM,USA,0
@AnkitDebnath9 @himantabiswa Actually I believe you may be dumbing it down to believe it yourself. You are as incom… https://t.co/5cFHnWLrbU,United States 🇺🇸,0
"With 4% of the world's population, the U.S. has suffered 25% of the world's COVID cases &amp; almost 25% of the world's… https://t.co/RcyL5KjOy9",United States,0
Dear @POTUS @realDonaldTrump you  #birtherinchief are a #InternationalJoke 5+Million #COVID19 cases 167k… https://t.co/JnmgLGhY0v,United States,1
"The Trump narcissism just keeps on coming. Forget #COVID19 , forget evictions, unemployment, etc... but fight to ea… https://t.co/Kij32xMTns","Divided, America",0
"#Covid19 #COVID1984 
Enjoying your human lock down slavery trial?
For the full version of the Game Install,… https://t.co/kIHeGtqiEO",America,0
"SEPTEMBER 11 LIGHTS EXTINGUISHED: Every year, two beams of light have traditionally marked Sept. 11th.. Now #NYC of… https://t.co/0v7xOoYFoF",All Over America,2
The United States has more Covid cases every 8 hours than South Korea has had in 8 months. @realDonaldTrump… https://t.co/Kha5ZWCjUu,United States,1
"Brilliant!! We all need to remember this, especially in #COVID19 world!! #love #Blessings 💞 https://t.co/sfw3jP2mFj","Minnesota, USA",1
"South Korea concerned as new cases spike above 100.

Friday’s jump was driven by local transmissions, which health… https://t.co/pcx9tg51VF","California, USA",2
"@MattWalshBlog Faith Hill's ""Breathe"".

No, it has nothing to do with the current pandemic #covid19 🤣but I think it… https://t.co/2QIQvf1hVw","Florida, USA  ",1
". @HHS_ASH Please consider this joyous way of making USA free from #COVID19 by Screening for healthy , Secure the,… https://t.co/6TLsfoA0vL","Herndon, VA USA & Hyderabad In",1
I wish some of you people cared about #Covid19 and wearing a mask like they do Kamala Harris' ethnicity and ancestr… https://t.co/IFCqKQ1S27,"California, USA",1
This schoolteacher&amp;#8217;s vegan jingle will be stuck in your head for weeks — and it’s kind of amazing… https://t.co/akiHeLciCT,United States,0
#COVID19 didn’t have to be this way.... #TrumpkillsAmericans https://t.co/KeMbz4wmso,"Virginia, USA",2
@joshdcaplan @irritatedwoman How long before she succumbs to #COVID19?,United States,2
Everyday I'm out here grinding. In these ear buds is some @rodwave. Nervous about the USPS. It's rough with… https://t.co/bfM9oVZe6z,"Wisconsin, USA",0
Whoops more proof that #COVID19 is a not a pandemic. https://t.co/O1yzFIpwSS,"California, USA",2
"@swimbikerun1406 @UhlBSorry @drsimonegold #covid19 is about more than just stealing ""the Benjains"" 

It's also abou… https://t.co/mzJCXhxSkw",USA,0
Out of one side of the @TeamTrump campaigns mouth they call @KamalaHarris a cop. Out of the other side they she wan… https://t.co/YlbazYcaTN,United States,2
"In a #COVID19 related survey, conducted by the @CDCgov in June, 25.5% of respondents, aged 18-24, say they seriousl… https://t.co/TWdjCVctvl",United States,2
Excellent read. #COVID19 https://t.co/yAj8ChQbbx,United States of America,1
@NickForVA @NickforVA:  What about people who need #Healthcare?  Where would hundreds of thousands of Virginians be… https://t.co/oE5vFZL7Hx,"Virginia, USA",2
A radiologist!  A radiologist is now in charge of the Covid-19 messaging because it dovetails with 45's wishes!… https://t.co/9rUimQJcLx,"Northwest Ohio, USA",2
Michelle Obama Reveals COVID-19 Also Affects Her Mental Health https://t.co/L5PrtDBKj6 #coronavirus #COVID19,United States,2
"#Covid19
The 98 Longest Lasting COVID Symptoms You Need to Know About https://t.co/0Wp3CA1ZGL",United States,2
Russia's top respiratory doctor quits over 'gross violations' of medical ethics that rushed through Putin's coronav… https://t.co/ihRD91QZ1a,United States,0
"WOW. @BilldeBlasio is an unequivocal scumbag.

Protest okay. 9/11 tribute light, not.

#COVID19 #DeBlasioMustGo… https://t.co/0UY2pwfEHf","Florida, USA",1
"Millions are unemployed and on the brink of homelessness; #COVID19 cases are approaching 5.3 Million, and yet the G… https://t.co/9oRanvNbsB","Delaware, USA",2
"Wear a mask, Save a life. #nawidhaidari #SaveLife #XfinityWeb #COVID19 https://t.co/Mqv7kqgoHK",Virginia USA,1
"@deeporfunny @RobbyKorth Well, its @rogman99 's data, not mine, but it looks like that one is significantly worse,… https://t.co/m5HKgFPW8b","Oklahoma, USA",1
Will India celebrate Happy Deepavali 2020 adopting this strategy to win over #COVID19 and make India free from… https://t.co/Q9L1inZ9oB,"Herndon, VA USA & Hyderabad In",1
"#CharlieParker AKA @CharlieBakerMA 
#JoesPlayland 
 As a small business that has called Salisbury Beach home for mo… https://t.co/Y0JgAW37uq",United States,2
"Remeber this moment. #COVID19

Trump Oversold a Google Site to Fight Coronavirus https://t.co/O5sxgK129P","South Florida, USA",0
"ᖴᖇᗩT: Wanna Party?
ᖴᖇEᔕᕼᗰᗩᑎ: Hell Yea
ᑌᑎIᐯ: Practice Social Distancing
ᖴᖇEᔕᕼᗰᗩᑎ: I’ll be fine
2 𝕨𝕖𝕖𝕜𝕤 later:
ᑌᑎIᐯ:… https://t.co/yKP5GBx1X7",United States,0
"Have you look at the current #COVID19 situation and wondering what God is telling us through it? If so, what do you… https://t.co/HcmYvWXJe5","Illinois, USA",1
? #gofundmecampaign to support opponents of elected officials in congress who remain silent or support Trump’s effo… https://t.co/KmynHN7Fcg,"Maine, USA",1
@Alyssa_Milano Are you that uneducated that you do not know what happens when you are in menopause or perimenopause… https://t.co/cJtBh3jDgC,United States 🇺🇲🇺🇲🇺🇲,2
"@superdupre @FortBendISD if this were the case, your Special Ed teachers would not be speaking out against you; the… https://t.co/dZyoIznQFI","Texas, USA",1
"#Covid19
Imported frozen foods may have caused New Zealand's new coronavirus outbreak. But it's very rare to get si… https://t.co/tzDJOmWUAn",United States,2
"@RobbyKorth Note that in Bishop Kelly's zip code, 1.4 out of 1000 people actively had #COVID19 today. The school ha… https://t.co/G7MPQwWIe1","Oklahoma, USA",1
"@alexnazaryan And @marcorubio today tweets fake charts showing misleading stats #COVID19 #Florida 
#VoteTheMfersOUT https://t.co/Jn23G02i67","Florida, USA",0
Edge Computing and Why It Matters: 2020 is a key transition year for the #edgecomputing ecosystem. A new series and… https://t.co/ZYe761MMGG,"New York, USA",1
"I went for a long walk today. Thought about masks and life. Here are those thoughts. 

https://t.co/7lXfwGlPRZ… https://t.co/aEnbRamjXe","New York, USA",2
"#BREAKING #news 
Sturgis, SD Motorcycle Rally: 49,228 vehicles counted Wednesday, 6-day total at 343,913

2020 atte… https://t.co/iO4r2JjSqZ","East Coast, USA",2
"#Covid19
CDC director says U.S. could have ""worst fall"" ever https://t.co/XMtZMFh0Lt",United States,0
"@aubrey_huff @JoeBiden @KamalaHarris Wearing a mask is one of the ONLY ways to stop #COVID19 from spreading.

If it… https://t.co/SnJRL4v5BQ",United States,0
"#Covid19
Looks Like 911 will be Canceled 
In Favor of the NEW FEAR #COVID
https://t.co/UHrX1ASwxH",America,1
Real facts! #COVID19 https://t.co/gyo1U0Tl46,"Connecticut, USA",2
"@Mike_Pence LOL. 

It doesn't count as creating new jobs if your mishandling of #Covid19 made the jobs go away firs… https://t.co/C9bujDKsqo","South Carolina, USA",1
"@1776Stonewall @MarilynEstepp Fact check this. 

Children under the age of 16 have a better chance to die from #flu… https://t.co/YyV7O7Vxbg","Texas, USA",1
"Remember when all we had to worry about was finding the cure for the ZN1 virus and Amish Zombies? 

#ZNation… https://t.co/4orfYEiCmb","Michigan, USA",0
"Looking for more on post #COVID19 information? Check out https://t.co/E953Ori86E.

Looking for more off post COVID-… https://t.co/a9vGpNRXel","Hawaii, USA",2
Day 395 Aug 13th - Fix your negativity &amp; turn it into kindness❤️😊! @bl_peace @SonalPareenja #ProsecuteTrump #COVID19 https://t.co/ZnVHU7Cwue,"Texas, USA",0
"They aren't even bothering to test bodies.....

#COVID19 https://t.co/yaZXcucJ2R","Colorado, USA",1
"@RodrigoAblog @paulsperry_ From #TheBachelor show, #ColtonUnderwood was all over Media in March. He said that “if i… https://t.co/Md2kRb4Gkl",United States,2
@vermontgmg @kurteichenwald My take is that it's a two prong approach. Trump will do everything on the public stage… https://t.co/GlaixvDXLd,"California, USA",2
"#Covid19
Record U.S. coronavirus fatalities and 'startling surge' of cases in children and teens https://t.co/Op2MTUs3PB",United States,0
"When dealing with an airborne long surviving, highly contagious and potentially fatal virus. Don't dismiss any prec… https://t.co/RzMZ8z6Aug",United States,0
@RonaldKlain @realDonaldTrump; patron saint of #COVID19 https://t.co/jRrcyhcuRD,"New York, USA",2
"Nurse raises fist to Peaceful BLM Bike Protestors as they rode by Medical Center.

#EssentialWorkers #nurse #nyc… https://t.co/RBesKMzCf6","New York, USA",1
Episcopal School of Baton Rouge's Upper School is transitioning to distance learning as over one-quarter of student… https://t.co/BZYf9xPabV,"Louisiana, USA",2
@nytimes America doesn’t have college football so yes blame Trump. #COVID19 #OhioStatefootball,"Florida, USA",1
Hey @ljthorpe33 remember Twins fest and the escape room where you were really sick. Then a week later my husband an… https://t.co/fhpvUzKgPC,"Minnesota, USA",0
"@LeahR77 And in 3 months the election will be over, so I assume .@JoeBiden's cure for #COVID19 is the election 🧐",United States,2
What I do with groceries. Disinfect packaging before refrigerating. @WHO @CDC #COVID19,United States,2
Now the #NewYork 9/11 “tribute in light” Memorial is canceled due to #COVID19 concerns. This is turning into the so… https://t.co/0beVNTeHie,United States,2
"To the asshole who said that it doesn't matter if my grandma gets #COVID19 because she's old, how would you like to… https://t.co/cv0z9WnjQp","Rhode Island, USA",1
So the Bishop's Conference in England and Wales insists that #Catholics should take the #CovidVaccine even if it's… https://t.co/THWNLbqiHt,United States,2
"Please see @NatGeo &amp; Editor-in-Chief @susanbgoldberg 's interview of @DrAnthonyF @MayorBowser Gr8 for what's now, n… https://t.co/l5N8fLTrZe","California, USA",1
#COVID19 Aug. 13th- It’s starting. Eviction Notices- same apartment complex. #TrumpsAmerica https://t.co/NmydlYMo7U,"Florida, USA",0
"#Vote #BidenHarris Up &amp; Down Ballots for @TheDemocrats  #MaskUp America 

@JoeBiden and @KamalaHarris Spoke after r… https://t.co/BQUbodYFpQ","NY, NY USA",2
The night before your weekend call starts#covidnewyork #iamadoctor #obgyntwitter #newyork  #Catskills #COVID19… https://t.co/xpjHgtI77w,"New York, USA",2
"Modest proposal :

Lets collect all @GOP and @DNC campaign $$$ and give it to food banks and #Covid19 eviction reli… https://t.co/WkHFoARM9y","Ohio, USA",0
"You misspelled campaign rally.
@realDonaldTrump held yet another campaign rally under the guise of a #COVID19 news… https://t.co/czy8nW0PSW","California, USA",2
Is he always at the briefings? Does #IfIAintLyinImDyinDon never call on him? Be nice if during a moment of total pr… https://t.co/3ejHAWpuvy,"Minnesota, USA",1
You could fill 2 MetLife Stadiums with the corpses of Americans that have died from  #COVID19 Now #Senators go on v… https://t.co/CorFgqUNr7,"North Carolina, USA",0
"ICYMI: The Governor of #Guam 🇬🇺, Lou Leon Guerrero, has tested positive for #COVID19. So too now has the Lieutenant… https://t.co/9kGejvicBV",Tweets on #Asia & USA  ,1
".@donttrythis I don't know who owns Mythbusters anymore, but you should talk to them about making the episode where… https://t.co/RWDrBy8W7h",United States,2
"Yes, @realDonaldTrump, if you put as much passion as you do into your efforts to destroy the post office towards st… https://t.co/7XhIoIPCdq","Nebraska, USA",1
"Don't forget while wearing your mask, the outside is contaminated...our infectious disease experts know this and ar… https://t.co/9iF0n2RXPO","New York, USA",1
".@KamalaHarris is a bit slow, a good match with Joe Biden.  Except slow doesn't win this race.

She's simple enough… https://t.co/zEaa1FRjqE",United States of America,0
"Free 25-Page - Job Search Guidebook - Brand New - Tips, Tricks, Tools &amp; Templates to Help Jump Start Your Job Searc… https://t.co/mUIeXQzOTU","South Carolina, USA",1
"Ok, the time for joking is over...

This just got serious.

#DrPepper #COVID19

https://t.co/y89qz5nFLB","Oklahoma, USA",1
"#COVID19
Biden, Seizing on Masks as a Campaign Issue, Calls for a Mandate https://t.co/P1b00yg4H1",United States,2
@TranslateRealDT @liblover9 That is a 100% fantastic observation. The question is why? My view is he wants #COVID19… https://t.co/ZwX54hIdVW,"California, USA",1
#COVID19  #SARSCoV2 : 21155688 cases (+291816) (89136 in China (excl. Hongkong and Macau) &amp; 21066552 confirmed case… https://t.co/rfftlqoGkp,USA,2
